日付,曜日,レース番号,1着,2着,3着,3連単払戻,人気,風速,風向,波高,気温,水温,水質,潮位区分,1艇_選手名,1艇_級別,1艇_全国勝率,1艇_全国2連率,1艇_当地勝率,1艇_今節成績,1艇_モーター2連率,1艇_ボート2連率,1艇_展示タイム,1艇_展示ST,1艇_チルト,1艇_展示進入,1艇_実進入,1艇_F数,1艇_L数,2艇_選手名,2艇_級別,2艇_全国勝率,2艇_全国2連率,2艇_当地勝率,2艇_今節成績,2艇_モーター2連率,2艇_ボート2連率,2艇_展示タイム,2艇_展示ST,2艇_チルト,2艇_展示進入,2艇_実進入,2艇_F数,2艇_L数,3艇_選手名,3艇_級別,3艇_全国勝率,3艇_全国2連率,3艇_当地勝率,3艇_今節成績,3艇_モーター2連率,3艇_ボート2連率,3艇_展示タイム,3艇_展示ST,3艇_チルト,3艇_展示進入,3艇_実進入,3艇_F数,3艇_L数,4艇_選手名,4艇_級別,4艇_全国勝率,4艇_全国2連率,4艇_当地勝率,4艇_今節成績,4艇_モーター2連率,4艇_ボート2連率,4艇_展示タイム,4艇_展示ST,4艇_チルト,4艇_展示進入,4艇_実進入,4艇_F数,4艇_L数,5艇_選手名,5艇_級別,5艇_全国勝率,5艇_全国2連率,5艇_当地勝率,5艇_今節成績,5艇_モーター2連率,5艇_ボート2連率,5艇_展示タイム,5艇_展示ST,5艇_チルト,5艇_展示進入,5艇_実進入,5艇_F数,5艇_L数,6艇_選手名,6艇_級別,6艇_全国勝率,6艇_全国2連率,6艇_当地勝率,6艇_今節成績,6艇_モーター2連率,6艇_ボート2連率,6艇_展示タイム,6艇_展示ST,6艇_チルト,6艇_展示進入,6艇_実進入,6艇_F数,6艇_L数
2022-08-07,日,8,4,5,1,900,2,2,11,3,32.0,29.0,海水,若潮,寺嶋雄,B1,4.47,24.29,3.78,2/6/4/3/4/4/2/4/1/3/4/5,31.82,27.85,6.85,0.02,-0.5,1,1,0,0,宮脇遼太,B2,2.52,6.06,1.78,6/5/3/6/1/5/1/2/5/1,39.55,35.29,6.89,0.40,0.0,2,2,0,0,永井亮次,B1,4.12,18.00,3.59,4/5/1/2/6/6/6/1/6/6,25.19,33.33,6.86,0.26,0.0,3,3,0,0,海野康志郎,A1,6.33,46.15,6.79,3/4/5/1/3/2/1/4/3/1/2/1,28.57,29.49,6.78,0.05,-0.5,4,4,0,0,森晋太郎,B1,5.28,37.50,4.31,4/3/1/6/2/3/1/1/3,31.30,25.97,6.77,0.09,-0.5,5,5,0,0,梅原祥平,B2,1.85,4.12,1.63,6/6/6/6/6/6/6/6/5/3,32.62,45.83,6.76,F0.01,0.0,6,6,0,0
2022-08-07,日,9,1,3,6,9000,30,4,13,3,32.0,29.0,海水,若潮,土井祥伍,B1,4.51,28.57,5.39,3/5/4/6/2/3/2/4/4/5/3/1,39.57,35.42,6.74,0.29,0.0,1,1,0,0,富永大一,B1,4.75,25.37,4.75,3/6/1/5/4/3/6/1/2,32.62,33.98,6.80,0.41,0.0,2,2,0,0,塩田雄一,B1,4.88,30.39,4.48,2/4/1/6/3/5/5/2/3/4/4/5,32.39,25.93,6.76,0.20,0.0,3,3,0,0,米田隆弘,A2,4.96,23.76,5.14,1/5/5/1/2/2/1/5/3/1/1/3,31.34,41.23,6.86,0.16,0.0,4,4,0,0,石原光,B1,3.46,18.82,0.00,6/2/5/2/1/6/6/2/2/2,36.84,39.09,6.73,0.17,0.0,5,5,0,0,大西隆洋,B1,4.25,24.53,4.29,2/3/4/1/4/4/3/4/2/6,24.82,31.33,6.87,0.15,0.0,6,6,0,0
2022-08-07,日,10,1,2,5,690,2,3,13,3,32.0,29.0,海水,若潮,三川昂暁,A2,5.54,38.68,5.86,4/6/2/1/5/3/4/6/5/1/2/1,29.63,34.95,6.80,0.03,0.0,1,1,0,0,若林義人,B1,4.53,27.27,0.00,6/3/5/1/3/4/4/1/3/1/3/2,39.42,36.46,6.78,F0.04,0.0,2,2,0,0,長谷川親王,B1,3.68,11.84,3.56,4/5/6/2/1/6/2/4/6/4,34.33,30.00,6.83,0.08,0.0,3,3,1,0,大賀龍之介,B1,3.98,24.24,5.60,3/6/1/2/4/5/2/6/1/2/4/3,26.36,33.63,6.85,0.11,0.0,5,4,0,0,川原正明,B1,4.81,30.56,6.27,4/1/6/3/2/3/1/5/4/2,32.84,38.39,6.82,0.27,0.0,4,5,0,0,越智照浩,B1,3.66,16.92,4.20,2/3/1/4/3/3/3/4/6/4,25.60,20.99,6.77,0.18,-0.5,6,6,0,0
2022-08-07,日,11,1,4,2,660,2,3,13,3,32.0,29.0,海水,若潮,岡田憲行,A2,5.74,36.17,5.93,6/2/4/1/3/5/4/2/2/1/1/4,27.82,40.20,6.92,0.04,0.0,1,1,0,0,藤田竜弘,A2,5.54,33.65,0.00,2/4/1/5/5/3/1/2/2/3/3/1,31.54,36.89,6.92,0.05,-0.5,2,2,0,0,古澤信二,B1,3.58,18.18,4.53,3/2/4/5/1/6/2/3/2/5/1/6,29.29,45.78,6.81,0.06,0.0,3,3,0,0,服部幸男,A1,6.58,46.90,4.00,5/1/5/3/1/2/4/1/2/2/2/2,33.58,37.04,6.82,0.15,0.0,4,4,0,0,松尾光広,B2,4.24,24.39,5.37,3/6/1/2/4/3/2/5/3/1/4/3,40.00,32.56,6.87,0.08,0.0,5,5,0,0,表健太,B1,1.74,0.00,1.47,5/4/2/1/2/6/4/6/3/6,41.98,36.36,6.97,0.07,0.0,6,6,1,0
2022-08-07,日,12,5,3,4,70400,62,2,11,3,32.0,29.0,海水,若潮,海野康志郎,A1,6.33,46.15,6.79,3/4/5/1/3/2/4/1/4/3/1/2,28.57,29.49,6.77,F0.04,-0.5,1,1,0,0,泉啓文,B1,4.53,27.37,4.69,1/2/6/3/4/5/1/5/4/1/5/3,33.12,40.74,6.87,0.17,0.0,2,2,0,0,渡邉英児,A2,5.82,42.64,0.00,5/1/2/4/5/2/2/1/2/3/4/3,30.94,38.89,6.83,0.06,0.0,3,3,0,0,廣中良一,B1,4.18,20.88,4.27,2/3/5/1/5/3/1/3/6/1/6/6,30.00,22.78,6.83,F0.02,0.0,4,4,0,0,横澤剛治,A2,6.23,42.37,7.00,6/3/2/4/1/1/4/3/1/1/1/2,30.43,38.18,6.80,F0.03,0.0,5,5,1,0,南野利騰,B1,4.38,22.08,5.05,1/4/3/2/5/4/1/3/2/5/2/2,31.85,23.38,6.83,F0.01,0.0,6,6,0,0
2022-08-08,月,1,1,3,2,1250,3,2,3,1,32.0,29.0,海水,中潮,瀬川公則,B1,3.92,18.03,5.09,4/3/1/2/5/4/3/3/6/5/3/5,32.14,23.17,6.80,0.01,-0.5,1,1,0,0,大西隆洋,B1,4.25,24.53,4.29,2/3/4/1/4/6/4/3/4/2/6/3,24.82,31.33,6.76,0.06,0.0,2,2,0,0,佐々木英樹,B1,4.71,28.57,5.05,4/1/6/2/5/2/3/2/5/6/4/3,33.09,33.63,6.82,0.09,0.0,3,3,0,0,松下哲也,B1,4.27,19.75,4.74,5/1/2/3/5/6/4/5/5/2/3/6,29.20,34.82,6.82,F0.02,0.0,4,4,0,0,越智照浩,B1,3.66,16.92,4.20,2/3/1/4/3/6/3/3/4/6/4/4,25.60,20.99,6.79,F0.01,-0.5,5,5,0,0,小宮涼雅,B2,1.31,0.00,1.33,6/6/6/6/6/6/5/5/6/6/6/6,21.67,32.29,6.68,F0.09,0.0,6,6,0,0
2022-08-08,月,2,6,5,1,153190,100,1,11,3,30.0,29.0,海水,中潮,松尾光広,B2,4.24,24.39,5.37,3/6/1/2/4/3/5/2/5/3/1/4,40.00,32.56,6.75,0.04,0.0,1,1,0,0,大熊辰弥,B1,3.93,17.07,4.52,5/2/4/1/3/5/4/5/4/2/5/4,30.33,29.63,6.73,0.11,0.0,2,2,0,0,永井亮次,B1,4.12,18.00,3.59,4/5/1/2/6/3/6/6/1/6/6/4,25.19,33.33,6.79,0.10,0.0,3,3,0,0,吉岡誠,B1,4.29,21.54,4.24,2/4/3/5/1/6/3/4/1/5/4/3,27.81,34.41,6.80,F0.04,0.0,4,4,0,0,石田豪,B1,4.54,24.00,5.00,1/3/2/4/6/4/1/2/4/5/3/4,29.58,30.95,6.89,0.08,-0.5,5,5,0,0,福田慶尚,B2,3.63,16.67,3.84,2/3/4/5/1/4/6/4/5/5/2/5,29.32,36.73,6.83,0.15,0.0,6,6,0,0
2022-08-08,月,3,3,5,1,16890,49,6,13,5,30.0,29.0,海水,中潮,泉啓文,B1,4.53,27.37,4.69,1/2/6/3/4/5/2/1/5/4/1/5,33.12,40.74,6.72,0.15,0.0,1,1,0,0,大賀龍之介,B1,3.98,24.24,5.60,3/6/1/2/4/5/4/2/6/1/2/4,26.36,33.63,6.67,0.08,0.0,2,2,0,0,南野利騰,B1,4.38,22.08,5.05,1/4/3/2/5/4/6/1/3/2/5/2,31.85,23.38,6.75,0.20,0.0,3,3,0,0,加木郁,B1,4.36,17.95,4.56,5/2/1/4/3/5/5/3/4/4/4/2,28.17,17.57,6.71,0.17,0.0,4,4,0,0,古川健,B1,5.13,34.45,6.24,1/5/4/4/6/2/1/4/6/4/5/4,42.03,28.05,6.72,0.06,0.0,5,5,0,0,塩田雄一,B1,4.88,30.39,4.48,2/4/1/6/3/5/3/5/2/3/4/4,32.39,25.93,6.78,0.00,0.0,6,6,0,0
2022-08-08,月,4,1,2,4,1400,1,5,13,5,30.0,29.0,海水,中潮,宮脇遼太,B2,2.52,6.06,1.78,6/5/3/6/1/2/5/1/2/5/1/6,39.55,35.29,6.83,0.07,0.0,1,1,0,0,川原正明,B1,4.81,30.56,6.27,4/1/6/3/2/5/3/1/5/4/2/3,32.84,38.39,6.77,0.08,0.0,2,2,0,0,山田和佐,B1,4.32,21.93,4.25,4/5/3/2/5/1/6/2/6/6/5/1,36.36,44.55,6.74,F0.21,0.5,3,3,0,0,若林義人,B1,4.53,27.27,0.00,6/3/5/1/3/4/2/4/1/3/1/3,39.42,36.46,6.74,F0.06,0.0,4,4,0,0,三川昂暁,A2,5.54,38.68,5.86,4/6/2/1/5/3/1/4/6/5/1/2,29.63,34.95,6.70,F0.03,0.0,5,5,0,0,梅原祥平,B2,1.85,4.12,1.63,6/6/6/6/6/6/6/6/6/5/3/5,32.62,45.83,6.67,0.15,0.0,6,6,0,0
2022-08-08,月,5,1,2,5,840,2,2,13,3,30.0,29.0,海水,中潮,藤田竜弘,A2,5.54,33.65,0.00,2/4/1/5/5/3/2/1/2/2/3/3,31.54,36.89,6.73,0.06,-0.5,1,1,0,0,土井祥伍,B1,4.51,28.57,5.39,3/5/4/6/2/3/1/2/4/4/5/3,39.57,35.42,6.78,0.13,0.0,2,2,0,0,表健太,B1,1.74,0.00,1.47,5/4/2/1/2/6/6/4/6/3/6/6,41.98,36.36,6.73,0.12,0.0,4,4,1,0,富永大一,B1,4.75,25.37,4.75,3/6/1/5/4/2/3/6/1/2/4,32.62,33.98,6.69,0.18,0.0,5,5,0,0,海野康志郎,A1,6.33,46.15,6.79,3/4/5/1/3/2/4/1/1/4/3/1,28.57,29.49,6.72,F0.02,-0.5,3,3,0,0,中村栄治,B1,3.93,22.35,0.00,5/2/3/6/6/3/F/3/3/5,28.81,35.79,6.75,0.12,-0.5,6,6,1,0
2022-08-08,月,6,1,6,4,1520,4,2,13,3,31.0,29.0,海水,中潮,寺嶋雄,B1,4.47,24.29,3.78,2/6/4/3/4/4/1/2/4/1/3/4,31.82,27.85,6.83,0.12,0.0,1,1,0,0,古澤信二,B1,3.58,18.18,4.53,3/2/4/5/1/6/3/2/3/2/5/1,29.29,45.78,6.79,0.01,0.0,2,2,0,0,小林孝彰,B1,3.55,16.49,2.52,5/4/6/3/1/4/2/2/2/6/5/2,21.43,37.50,6.87,F0.08,0.0,3,3,0,0,米田隆弘,A2,4.96,23.76,5.14,1/5/5/1/2/2/4/1/5/3/1/1,31.34,41.23,6.85,0.01,0.0,4,4,0,0,佐々木英樹,B1,4.71,28.57,5.05,4/1/6/2/5/2/3/3/2/5/6/4,33.09,33.63,6.91,0.13,0.0,6,6,0,0,服部幸男,A1,6.58,46.90,4.00,5/1/5/3/1/2/4/4/1/2/2/2,33.58,37.04,6.82,F0.02,0.0,5,5,0,0
2022-08-08,月,7,1,2,6,1000,2,2,3,3,31.0,29.0,海水,中潮,渡邉英児,A2,5.82,42.64,0.00,5/1/2/4/5/2/3/2/1/2/3/4,30.94,38.89,6.68,0.03,0.0,1,1,0,0,加木郁,B1,4.36,17.95,4.56,5/2/1/4/3/5/4/5/3/4/4/4,28.17,17.57,6.76,0.34,0.0,2,2,0,0,松下哲也,B1,4.27,19.75,4.74,5/1/2/3/5/6/4/4/5/5/2/3,29.20,34.82,6.77,0.14,0.0,3,3,0,0,石原光,B1,3.46,18.82,0.00,6/2/5/2/1/5/6/6/2/2/2/6,36.84,39.09,6.75,0.13,0.0,4,4,0,0,永井亮次,B1,4.12,18.00,3.59,4/5/1/2/6/3/3/6/6/1/6/6,25.19,33.33,6.83,0.10,0.0,5,5,0,0,岡田憲行,A2,5.74,36.17,5.93,6/2/4/1/3/5/1/4/2/2/1/1,27.82,40.20,6.92,0.03,0.0,6,6,0,0
2022-08-08,月,8,2,4,3,54930,98,2,3,3,31.0,29.0,海水,中潮,廣中良一,B1,4.18,20.88,4.27,2/3/5/1/5/3/4/1/3/6/1/6,30.00,22.78,6.77,F0.12,0.0,1,1,0,0,石田豪,B1,4.54,24.00,5.00,1/3/2/4/6/4/5/1/2/4/5/3,29.58,30.95,6.87,0.18,-0.5,2,2,0,0,大西隆洋,B1,4.25,24.53,4.29,2/3/4/1/4/6/2/4/3/4/2/6,24.82,31.33,6.81,0.20,0.0,3,3,0,0,森晋太郎,B1,5.28,37.50,4.31,4/3/1/6/2/5/3/1/1/3/2,31.30,25.97,6.77,F0.09,-0.5,4,4,0,0,川原正明,B1,4.81,30.56,6.27,4/1/6/3/2/5/2/3/1/5/4/2,32.84,38.39,6.89,0.07,0.0,5,5,0,0,横澤剛治,A2,6.23,42.37,7.00,6/3/2/4/1/1/5/4/3/1/1/1,30.43,38.18,6.80,0.14,0.0,6,6,1,0
2022-08-08,月,9,1,2,5,800,2,2,11,3,32.0,29.0,海水,中潮,富永大一,B1,4.75,25.37,4.75,3/6/1/5/4/2/5/3/6/1/2/4,32.62,33.98,6.72,0.07,0.0,1,1,0,0,古川健,B1,5.13,34.45,6.24,1/5/4/4/6/2/5/1/4/6/4/5,42.03,28.05,6.75,0.06,0.0,2,2,0,0,瀬川公則,B1,3.92,18.03,5.09,4/3/1/2/5/4/1/3/3/6/5/3,32.14,23.17,6.87,0.13,-0.5,3,3,0,0,山田和佐,B1,4.32,21.93,4.25,4/5/3/2/5/1/3/6/2/6/6/5,36.36,44.55,6.82,0.04,0.5,4,6,0,0,野見山拓己,B1,3.20,6.06,3.22,6/2/3/4/5/1/5/5/3/3/1/1,36.69,40.78,6.78,0.10,0.0,5,4,1,0,大熊辰弥,B1,3.93,17.07,4.52,5/2/4/1/3/5/2/4/5/4/2/5,30.33,29.63,6.74,0.40,0.0,6,5,0,0
2022-08-08,月,10,1,3,2,760,3,2,15,3,32.0,29.0,海水,中潮,服部幸男,A1,6.58,46.90,4.00,5/1/5/3/1/2/4/5/4/1/2/2,33.58,37.04,6.73,0.10,0.0,1,1,0,0,藤田竜弘,A2,5.54,33.65,0.00,2/4/1/5/5/3/2/1/1/2/2/3,31.54,36.89,6.76,0.09,-0.5,2,2,0,0,三川昂暁,A2,5.54,38.68,5.86,4/6/2/1/5/3/1/5/4/6/5/1,29.63,34.95,6.77,0.18,0.0,3,3,0,0,土井祥伍,B1,4.51,28.57,5.39,3/5/4/6/2/3/1/2/2/4/4/5,39.57,35.42,6.78,0.04,0.0,4,4,0,0,大賀龍之介,B1,3.98,24.24,5.60,3/6/1/2/4/5/4/2/2/6/1/2,26.36,31.03,6.62,0.05,0.0,5,5,0,0,松尾光広,B2,4.24,24.39,5.37,3/6/1/2/4/3/5/1/2/5/3/1,40.00,32.56,6.77,0.06,0.0,6,6,0,0
2022-08-08,月,11,2,1,4,1260,4,2,13,3,32.0,29.0,海水,中潮,岡田憲行,A2,5.74,36.17,5.93,6/2/4/1/3/5/1/6/4/2/2/1,27.82,40.20,6.84,F0.21,0.0,1,1,0,0,海野康志郎,A1,6.33,46.15,6.79,3/4/5/1/3/2/4/1/3/1/4/3,28.57,29.49,6.77,F0.12,-0.5,2,2,0,0,米田隆弘,A2,4.96,23.76,5.14,1/5/5/1/2/2/4/4/1/5/3/1,31.34,41.23,6.83,F0.04,0.0,3,3,0,0,南野利騰,B1,4.38,22.08,5.05,1/4/3/2/5/4/6/3/1/3/2/5,31.85,23.38,6.81,F0.02,0.0,4,4,0,0,寺嶋雄,B1,4.47,24.29,3.78,2/6/4/3/4/4/1/1/2/4/1/3,31.82,27.85,6.74,F0.01,0.0,5,5,0,0,宮脇遼太,B2,2.52,6.06,1.78,6/5/3/6/1/2/1/5/1/2/5/1,39.55,35.29,6.77,0.10,0.0,6,6,0,0
2022-08-08,月,12,3,1,4,3410,11,4,15,3,32.0,29.0,海水,中潮,横澤剛治,A2,6.23,42.37,7.00,6/3/2/4/1/1/5/6/4/3/1/1,30.43,38.18,6.88,0.06,0.0,1,1,1,0,渡邉英児,A2,5.82,42.64,0.00,5/1/2/4/5/2/3/1/2/1/2/3,30.94,38.89,6.89,0.02,0.0,2,2,0,0,若林義人,B1,4.53,27.27,0.00,6/3/5/1/3/4/2/4/4/1/3/1,39.42,36.46,6.72,0.05,0.0,3,3,0,0,古澤信二,B1,3.58,18.18,4.53,3/2/4/5/1/6/3/2/2/3/2/5,29.29,45.78,6.81,0.16,0.0,4,4,0,0,泉啓文,B1,4.53,27.37,4.69,1/2/6/3/4/5/2/1/1/5/4/1,33.12,40.74,6.91,0.23,0.0,5,5,0,0,廣中良一,B1,4.18,20.88,4.27,2/3/5/1/5/3/4/1/1/3/6/1,30.00,22.78,6.92,0.09,0.0,6,6,0,0
2022-08-09,火,1,1,5,4,13790,41,2,11,3,32.0,29.0,海水,中潮,越智照浩,B1,3.66,16.92,4.20,2/3/1/4/3/6/5/3/3/4/6/4,25.60,20.99,6.79,0.16,-0.5,1,1,0,0,大熊辰弥,B1,3.93,17.07,4.52,5/2/4/1/3/5/2/5/4/5/4/2,30.33,29.63,6.73,0.01,0.0,2,2,0,0,吉岡誠,B1,4.29,21.54,4.24,2/4/3/5/1/6/3/4/4/1/5/4,27.81,34.41,6.83,F0.03,0.0,3,3,0,0,福田慶尚,B2,3.63,16.67,3.84,2/3/4/5/1/4/6/6/4/5/5/2,29.32,36.73,6.86,F0.04,0.0,4,4,0,0,表健太,B1,1.74,0.00,1.47,5/4/2/1/2/6/4/6/4/6/3/6,41.98,36.36,6.86,F0.02,0.0,5,5,1,0,小宮涼雅,B2,1.31,0.00,1.33,6/6/6/6/6/6/6/5/5/6/6/6,21.67,32.29,6.80,0.00,0.0,6,6,0,0
2022-08-09,火,2,1,2,3,1050,1,2,13,3,30.0,29.0,海水,中潮,大西隆洋,B1,4.25,24.53,4.29,2/3/4/1/4/6/2/3/4/3/4/2,24.82,31.33,6.83,0.32,0.0,1,1,0,0,松尾光広,B2,4.24,24.39,5.37,3/6/1/2/4/3/5/1/6/2/5/3,40.00,32.56,6.82,0.26,0.0,2,2,0,0,塩田雄一,B1,4.88,30.39,4.48,2/4/1/6/3/5/3/6/5/2/3/4,32.39,25.93,6.79,0.38,0.0,3,3,0,0,松下哲也,B1,4.27,19.75,4.74,5/1/2/3/5/6/4/3/4/5/5/2,29.20,34.82,6.79,0.23,0.0,4,4,0,0,小林孝彰,B1,3.55,16.49,2.52,5/4/6/3/1/4/2/3/2/2/6/5,21.43,37.50,6.73,0.17,0.0,5,5,0,0,梅原祥平,B2,1.85,4.12,1.63,6/6/6/6/6/6/6/6/6/6/5/3,32.62,45.83,6.85,0.31,0.0,6,6,0,0
2022-08-09,火,3,3,4,2,37320,75,3,13,3,30.0,29.0,海水,中潮,古澤信二,B1,3.58,18.18,4.53,3/2/4/5/1/6/3/2/4/2/3/2,29.29,45.78,6.78,0.14,0.0,1,1,0,0,宮脇遼太,B2,2.52,6.06,1.78,6/5/3/6/1/2/1/6/5/1/2/5,39.55,35.29,6.75,0.06,0.0,2,2,0,0,石原光,B1,3.46,18.82,0.00,6/2/5/2/1/5/4/6/6/2/2/2,36.84,39.09,6.81,0.23,0.0,3,3,0,0,加木郁,B1,4.36,17.95,4.56,5/2/1/4/3/5/4/2/5/3/4/4,28.17,17.57,6.84,0.44,0.0,4,4,0,0,山田和佐,B1,4.32,21.93,4.25,4/5/3/2/5/1/3/6/6/2/6/6,36.36,44.55,6.84,0.08,0.5,5,5,0,0,瀬川公則,B1,3.92,18.03,5.09,4/3/1/2/5/4/1/3/3/3/6/5,32.14,23.17,6.84,0.25,-0.5,6,6,0,0
2022-08-09,火,4,1,2,3,1940,6,1,3,1,31.0,29.0,海水,中潮,古川健,B1,5.13,34.45,6.24,1/5/4/4/6/2/5/2/1/4/6/4,42.03,28.05,6.86,F0.25,0.0,1,1,0,0,廣中良一,B1,4.18,20.88,4.27,2/3/5/1/5/3/4/1/6/1/3/6,30.00,22.78,6.85,F0.24,-0.5,2,2,0,0,永井亮次,B1,4.12,18.00,3.59,4/5/1/2/6/3/3/5/6/6/1/6,25.19,33.33,6.85,F0.22,0.0,3,3,0,0,野見山拓己,B1,3.20,6.06,3.22,6/2/3/4/5/1/4/5/5/3/3/1,36.69,40.78,6.89,0.12,0.0,5,5,1,0,渡邉英児,A2,5.82,42.64,0.00,5/1/2/4/5/2/3/1/2/2/1/2,30.94,38.89,6.85,F0.06,0.0,4,4,0,0,中村栄治,B1,3.93,22.35,0.00,5/2/3/6/6/6/3/F/3/3/5/5,28.81,35.79,6.93,F0.02,-0.5,6,6,1,0
2022-08-09,火,5,1,6,4,3450,12,1,5,1,31.0,29.0,海水,中潮,佐々木英樹,B1,4.71,28.57,5.05,4/1/6/2/5/2/3/6/3/2/5/6,33.09,33.63,6.87,0.12,0.0,1,1,0,0,泉啓文,B1,4.53,27.37,4.69,1/2/6/3/4/5/2/1/5/1/5/4,33.12,40.74,6.84,F0.20,0.0,2,2,0,0,寺嶋雄,B1,4.47,24.29,3.78,2/6/4/3/4/4/1/1/5/2/4/1,31.82,27.85,6.91,F0.13,0.0,3,3,0,0,富永大一,B1,4.75,25.37,4.75,3/6/1/5/4/2/5/1/3/6/1/2,32.62,33.98,6.98,F0.05,0.0,5,5,0,0,越智照浩,B1,3.66,16.92,4.20,2/3/1/4/3/6/5/1/3/3/4/6,25.60,20.99,6.79,0.01,-0.5,6,6,0,0,川原正明,B1,4.81,30.56,6.27,4/1/6/3/2/5/2/5/3/1/5/4,32.84,38.39,6.82,F0.24,0.0,4,4,0,0
2022-08-09,火,6,2,1,5,2580,10,3,13,3,32.0,29.0,海水,中潮,米田隆弘,A2,4.96,23.76,5.14,1/5/5/1/2/2/4/4/3/1/5/3,31.34,41.23,6.83,0.13,0.0,1,1,0,0,森晋太郎,B1,5.28,37.50,4.31,4/3/1/6/2/5/4/3/1/1/3/2,31.30,25.97,6.71,0.11,-0.5,2,2,0,0,福田慶尚,B2,3.63,16.67,3.84,2/3/4/5/1/4/6/4/6/4/5/5,29.32,36.73,6.71,0.09,0.0,3,3,0,0,石原光,B1,3.46,18.82,0.00,6/2/5/2/1/5/4/3/6/6/2/2,36.84,39.09,6.82,0.12,0.0,4,4,0,0,大西隆洋,B1,4.25,24.53,4.29,2/3/4/1/4/6/2/3/1/4/3/4,24.82,31.33,6.90,0.11,0.0,5,5,0,0,南野利騰,B1,4.38,22.08,5.05,1/4/3/2/5/4/6/3/4/1/3/2,31.85,23.38,6.86,F0.04,0.0,6,6,0,0
2022-08-09,火,7,1,6,2,1890,6,2,11,3,32.0,29.0,海水,中潮,土井祥伍,B1,4.51,28.57,5.39,3/5/4/6/2/3/1/2/4/2/4/4,39.57,35.42,6.80,0.08,0.0,1,1,0,0,瀬川公則,B1,3.92,18.03,5.09,4/3/1/2/5/4/1/3/6/3/3/6,32.14,23.17,6.86,0.27,0.0,2,2,0,0,石田豪,B1,4.54,24.00,5.00,1/3/2/4/6/4/5/2/1/2/4/5,29.58,30.95,6.87,0.05,-0.5,3,3,0,0,表健太,B1,1.74,0.00,1.47,5/4/2/1/2/6/4/5/6/4/6/3,41.98,36.36,6.81,0.26,0.0,4,4,1,0,梅原祥平,B2,1.85,4.12,1.63,6/6/6/6/6/6/6/6/6/6/6/5,32.62,45.83,6.77,0.06,0.0,5,5,0,0,藤田竜弘,A2,5.54,33.65,0.00,2/4/1/5/5/3/2/1/2/1/2/2,31.54,36.89,6.83,0.12,-0.5,6,6,0,0
2022-08-09,火,8,1,5,6,1800,6,2,7,3,32.0,29.0,海水,中潮,大賀龍之介,B1,3.98,24.24,5.60,3/6/1/2/4/5/4/2/5/2/6/1,26.36,31.03,6.71,0.14,0.0,1,1,0,0,小林孝彰,B1,3.55,16.49,2.52,5/4/6/3/1/4/2/3/5/2/2/6,21.43,37.50,6.69,0.24,0.0,2,2,0,0,加木郁,B1,4.36,17.95,4.56,5/2/1/4/3/5/4/2/4/5/3/4,28.17,17.57,6.77,0.06,0.0,3,3,0,0,大熊辰弥,B1,3.93,17.07,4.52,5/2/4/1/3/5/2/5/2/4/5/4,30.33,29.63,6.77,0.10,0.0,4,4,0,0,古川健,B1,5.13,34.45,6.24,1/5/4/4/6/2/5/2/1/1/4/6,42.03,28.05,6.86,0.11,0.0,5,5,0,0,富永大一,B1,4.75,25.37,4.75,3/6/1/5/4/2/5/1/5/3/6/1,32.62,33.98,6.77,0.04,0.0,6,6,0,0
2022-08-09,火,9,4,3,6,15570,52,2,5,3,32.0,29.0,海水,中潮,塩田雄一,B1,4.88,30.39,4.48,2/4/1/6/3/5/3/6/3/5/2/3,32.39,25.93,6.82,0.23,0.0,1,1,0,0,山田和佐,B1,4.32,21.93,4.25,4/5/3/2/5/1/3/6/5/6/2/6,36.36,44.55,7.01,F0.02,0.0,2,2,0,0,野見山拓己,B1,3.20,6.06,3.22,6/2/3/4/5/1/4/5/5/5/3/3,36.69,40.78,6.88,0.28,0.0,3,3,1,0,佐々木英樹,B1,4.71,28.57,5.05,4/1/6/2/5/2/3/6/1/3/2/5,33.09,33.63,7.00,0.15,0.0,4,4,0,0,小宮涼雅,B2,1.31,0.00,1.33,6/6/6/6/6/6/6/6/5/5/6/6,21.67,32.29,6.91,F0.05,0.0,6,6,0,0,森晋太郎,B1,5.28,37.50,4.31,4/3/1/6/2/5/4/2/3/1/1/3,31.30,25.97,6.82,F0.06,-0.5,5,5,0,0
2022-08-09,火,10,2,1,3,1070,3,2,5,3,32.0,29.0,海水,中潮,南野利騰,B1,4.38,22.08,5.05,1/4/3/2/5/4/6/3/4/6/1/3,31.85,23.38,6.81,F0.04,0.0,1,1,0,0,渡邉英児,A2,5.82,42.64,0.00,5/1/2/4/5/2/3/1/2/4/2/1,30.94,38.89,6.75,0.02,0.0,2,2,0,0,土井祥伍,B1,4.51,28.57,5.39,3/5/4/6/2/3/1/2/4/1/2/4,39.57,35.42,6.71,0.22,0.0,3,3,0,0,寺嶋雄,B1,4.47,24.29,3.78,2/6/4/3/4/4/1/1/5/3/2/4,31.82,27.85,6.80,F0.03,0.0,4,4,0,0,松尾光広,B2,4.24,24.39,5.37,3/6/1/2/4/3/5/1/6/2/2/5,40.00,32.56,6.84,F0.06,0.0,5,5,0,0,宮脇遼太,B2,2.52,6.06,1.78,6/5/3/6/1/2/1/6/2/5/1/2,39.55,35.29,6.75,F0.03,0.0,6,6,0,0
